celltype	feature_name	int_label	bio_label	label_key	feature_val
HAP-1	(14) terminal intron	8	RegPermissive	RegPermissive_8	-0.10671360693910892
HAP-1	(07) 5' flanking (1000-10000 bp)	8	RegPermissive	RegPermissive_8	0.3518125273486493
HAP-1	(05) H3K27ac	8	RegPermissive	RegPermissive_8	0.9252681472903266
HAP-1	(15) 3' flanking (1-1000 bp)	8	RegPermissive	RegPermissive_8	0.14138477008614786
HAP-1	(08) 5' flanking (1-1000 bp)	8	RegPermissive	RegPermissive_8	0.6778646358466124
HAP-1	(09) initial exon	1	Quiescent	Quiescent_1	0.2659624460079375
HAP-1	(01) H3K9me3	1	Quiescent	Quiescent_1	0.4693402577466176
HAP-1	(10) initial intron	1	Quiescent	Quiescent_1	0.07993204709720386
HAP-1	(02) H3K27me3	1	Quiescent	Quiescent_1	0.4103719893974818
HAP-1	(11) internal exons	1	Quiescent	Quiescent_1	-0.451862499111915
HAP-1	(04) H3K4me3	1	Quiescent	Quiescent_1	0.2837895597465663
HAP-1	(16) 3' flanking (1000-10000 bp)	1	Quiescent	Quiescent_1	0.18041768160185606
HAP-1	(12) internal introns	1	Quiescent	Quiescent_1	-0.274396117702342
HAP-1	(03) H3K36me3	1	Quiescent	Quiescent_1	0.3675483796860784
HAP-1	(13) terminal exon	1	Quiescent	Quiescent_1	0.12366579076274073
HAP-1	(06) H3K4me1	1	Quiescent	Quiescent_1	0.3456134240648931
HAP-1	(14) terminal intron	1	Quiescent	Quiescent_1	0.15648107591056834
HAP-1	(07) 5' flanking (1000-10000 bp)	1	Quiescent	Quiescent_1	0.1294899193030695
HAP-1	(05) H3K27ac	1	Quiescent	Quiescent_1	0.38560452755253133
HAP-1	(15) 3' flanking (1-1000 bp)	1	Quiescent	Quiescent_1	0.09918104542410806
HAP-1	(08) 5' flanking (1-1000 bp)	1	Quiescent	Quiescent_1	0.058182021422055336
HAP-1	(09) initial exon	12	FacultativeHet	FacultativeHet_12	-0.07307161907920959
HAP-1	(01) H3K9me3	12	FacultativeHet	FacultativeHet_12	0.7862496670286793
HAP-1	(10) initial intron	12	FacultativeHet	FacultativeHet_12	0.11411818920278158
HAP-1	(02) H3K27me3	12	FacultativeHet	FacultativeHet_12	1.2284767913715662
HAP-1	(11) internal exons	12	FacultativeHet	FacultativeHet_12	-0.3950176340588527
HAP-1	(04) H3K4me3	12	FacultativeHet	FacultativeHet_12	0.5471091755549325
HAP-1	(16) 3' flanking (1000-10000 bp)	12	FacultativeHet	FacultativeHet_12	0.09393046096139873
HAP-1	(12) internal introns	12	FacultativeHet	FacultativeHet_12	-0.4394766768027914
HAP-1	(03) H3K36me3	12	FacultativeHet	FacultativeHet_12	0.6943681527266169
HAP-1	(13) terminal exon	12	FacultativeHet	FacultativeHet_12	-0.04703258189418711
HAP-1	(06) H3K4me1	12	FacultativeHet	FacultativeHet_12	0.7157454308457766
HAP-1	(14) terminal intron	12	FacultativeHet	FacultativeHet_12	-0.07807278532239399
HAP-1	(07) 5' flanking (1000-10000 bp)	12	FacultativeHet	FacultativeHet_12	0.2646527048845691
HAP-1	(05) H3K27ac	12	FacultativeHet	FacultativeHet_12	0.7026681542736471
HAP-1	(15) 3' flanking (1-1000 bp)	12	FacultativeHet	FacultativeHet_12	0.028470939125069768
HAP-1	(08) 5' flanking (1-1000 bp)	12	FacultativeHet	FacultativeHet_12	0.13544769163763218
HAP-1	(09) initial exon	10	RegPermissive	RegPermissive_10	-0.8976213391604024
HAP-1	(01) H3K9me3	10	RegPermissive	RegPermissive_10	0.7270873096328221
HAP-1	(10) initial intron	10	RegPermissive	RegPermissive_10	-0.703126377303942
HAP-1	(02) H3K27me3	10	RegPermissive	RegPermissive_10	0.8225344502012797
HAP-1	(11) internal exons	10	RegPermissive	RegPermissive_10	-1.0047802347299897
HAP-1	(04) H3K4me3	10	RegPermissive	RegPermissive_10	0.5107656395175711
HAP-1	(16) 3' flanking (1000-10000 bp)	10	RegPermissive	RegPermissive_10	-0.2801973716180887
HAP-1	(12) internal introns	10	RegPermissive	RegPermissive_10	-1.0019103337163229
HAP-1	(03) H3K36me3	10	RegPermissive	RegPermissive_10	0.6835234708253056
HAP-1	(13) terminal exon	10	RegPermissive	RegPermissive_10	-0.5722810542291658
HAP-1	(06) H3K4me1	10	RegPermissive	RegPermissive_10	0.7487820119674091
HAP-1	(14) terminal intron	10	RegPermissive	RegPermissive_10	-0.7177266693384904
HAP-1	(07) 5' flanking (1000-10000 bp)	10	RegPermissive	RegPermissive_10	-0.2488295676141573
HAP-1	(05) H3K27ac	10	RegPermissive	RegPermissive_10	0.7553846640868173
HAP-1	(15) 3' flanking (1-1000 bp)	10	RegPermissive	RegPermissive_10	-0.3826698226859727
HAP-1	(08) 5' flanking (1-1000 bp)	10	RegPermissive	RegPermissive_10	-0.6771857902426036
HAP-1	(09) initial exon	5	Quiescent	Quiescent_5	-0.6297675627744195
HAP-1	(01) H3K9me3	5	Quiescent	Quiescent_5	0.5916402371350564
HAP-1	(10) initial intron	5	Quiescent	Quiescent_5	-0.3239825070917416
HAP-1	(02) H3K27me3	5	Quiescent	Quiescent_5	0.5660236629129073
HAP-1	(11) internal exons	5	Quiescent	Quiescent_5	-0.5915832235332297
HAP-1	(04) H3K4me3	5	Quiescent	Quiescent_5	0.42727201877906734
HAP-1	(16) 3' flanking (1000-10000 bp)	5	Quiescent	Quiescent_5	-0.1005933537317174
HAP-1	(12) internal introns	5	Quiescent	Quiescent_5	-0.4912535302474477
HAP-1	(03) H3K36me3	5	Quiescent	Quiescent_5	0.5912596933484698
HAP-1	(13) terminal exon	5	Quiescent	Quiescent_5	-0.3274162361414503
HAP-1	(06) H3K4me1	5	Quiescent	Quiescent_5	0.6280453417912951
HAP-1	(14) terminal intron	5	Quiescent	Quiescent_5	-0.3924318362556388
HAP-1	(07) 5' flanking (1000-10000 bp)	5	Quiescent	Quiescent_5	-0.11758167572070585
HAP-1	(05) H3K27ac	5	Quiescent	Quiescent_5	0.6494926326799143
HAP-1	(15) 3' flanking (1-1000 bp)	5	Quiescent	Quiescent_5	-0.16806800066747524
HAP-1	(08) 5' flanking (1-1000 bp)	5	Quiescent	Quiescent_5	-0.4568432856713622
HAP-1	(09) initial exon	3	RegPermissive	RegPermissive_3	0.7584475829711945
HAP-1	(01) H3K9me3	3	RegPermissive	RegPermissive_3	0.6413003075691095
HAP-1	(10) initial intron	3	RegPermissive	RegPermissive_3	0.4241168254759701
HAP-1	(02) H3K27me3	3	RegPermissive	RegPermissive_3	0.6224243378756686
HAP-1	(11) internal exons	3	RegPermissive	RegPermissive_3	0.007138259504785956
HAP-1	(04) H3K4me3	3	RegPermissive	RegPermissive_3	0.6476927528339749
HAP-1	(16) 3' flanking (1000-10000 bp)	3	RegPermissive	RegPermissive_3	0.2658088901828948
HAP-1	(12) internal introns	3	RegPermissive	RegPermissive_3	-0.10675422254081604
HAP-1	(03) H3K36me3	3	RegPermissive	RegPermissive_3	0.6896539509314366
HAP-1	(13) terminal exon	3	RegPermissive	RegPermissive_3	0.2520995298673842
HAP-1	(06) H3K4me1	3	RegPermissive	RegPermissive_3	1.4234385210123004
HAP-1	(14) terminal intron	3	RegPermissive	RegPermissive_3	0.16275891837155826
HAP-1	(07) 5' flanking (1000-10000 bp)	3	RegPermissive	RegPermissive_3	0.31169610969472683
HAP-1	(05) H3K27ac	3	RegPermissive	RegPermissive_3	1.0210886440532991
HAP-1	(15) 3' flanking (1-1000 bp)	3	RegPermissive	RegPermissive_3	0.3622473271559998
HAP-1	(08) 5' flanking (1-1000 bp)	3	RegPermissive	RegPermissive_3	1.0093998601983425
HAP-1	(09) initial exon	9	Transcribed	Transcribed_9	-0.2478946155225288
HAP-1	(01) H3K9me3	9	Transcribed	Transcribed_9	0.6268908307104216
HAP-1	(10) initial intron	9	Transcribed	Transcribed_9	0.10200122630204828
HAP-1	(02) H3K27me3	9	Transcribed	Transcribed_9	0.5450390021412059
HAP-1	(11) internal exons	9	Transcribed	Transcribed_9	1.5006023104514152
HAP-1	(04) H3K4me3	9	Transcribed	Transcribed_9	0.4736290885506747
HAP-1	(16) 3' flanking (1000-10000 bp)	9	Transcribed	Transcribed_9	0.514009846341522
HAP-1	(12) internal introns	9	Transcribed	Transcribed_9	1.635845905252766
HAP-1	(03) H3K36me3	9	Transcribed	Transcribed_9	0.998036806609646
HAP-1	(13) terminal exon	9	Transcribed	Transcribed_9	0.8419428062494491
HAP-1	(06) H3K4me1	9	Transcribed	Transcribed_9	0.611511102671745
HAP-1	(14) terminal intron	9	Transcribed	Transcribed_9	1.0555637366182116
HAP-1	(07) 5' flanking (1000-10000 bp)	9	Transcribed	Transcribed_9	0.3087859909405181
HAP-1	(05) H3K27ac	9	Transcribed	Transcribed_9	0.7303866956968449
HAP-1	(15) 3' flanking (1-1000 bp)	9	Transcribed	Transcribed_9	0.8171431788280797
HAP-1	(08) 5' flanking (1-1000 bp)	9	Transcribed	Transcribed_9	-0.2899676867382047
HAP-1	(09) initial exon	11	RegPermissive	RegPermissive_11	2.951499338841998
HAP-1	(01) H3K9me3	11	RegPermissive	RegPermissive_11	0.4782698248669295
HAP-1	(10) initial intron	11	RegPermissive	RegPermissive_11	0.9772141218714004
HAP-1	(02) H3K27me3	11	RegPermissive	RegPermissive_11	0.4520874515386857
HAP-1	(11) internal exons	11	RegPermissive	RegPermissive_11	-0.26131404595539104
HAP-1	(04) H3K4me3	11	RegPermissive	RegPermissive_11	0.902336687624172
HAP-1	(16) 3' flanking (1000-10000 bp)	11	RegPermissive	RegPermissive_11	0.4030713027852647
HAP-1	(12) internal introns	11	RegPermissive	RegPermissive_11	-0.3786093295477109
HAP-1	(03) H3K36me3	11	RegPermissive	RegPermissive_11	0.5169219130314778
HAP-1	(13) terminal exon	11	RegPermissive	RegPermissive_11	0.6610014021520088
HAP-1	(06) H3K4me1	11	RegPermissive	RegPermissive_11	1.1898245470903617
HAP-1	(14) terminal intron	11	RegPermissive	RegPermissive_11	0.06734520318373008
HAP-1	(07) 5' flanking (1000-10000 bp)	11	RegPermissive	RegPermissive_11	0.35956048103221144
HAP-1	(05) H3K27ac	11	RegPermissive	RegPermissive_11	1.1542984210549472
HAP-1	(15) 3' flanking (1-1000 bp)	11	RegPermissive	RegPermissive_11	0.5990863029438328
HAP-1	(08) 5' flanking (1-1000 bp)	11	RegPermissive	RegPermissive_11	2.6553419787596693
HAP-1	(09) initial exon	2	FacultativeHet	FacultativeHet_2	-0.1908711230711932
HAP-1	(01) H3K9me3	2	FacultativeHet	FacultativeHet_2	0.6285097928176273
HAP-1	(10) initial intron	2	FacultativeHet	FacultativeHet_2	-0.14194719989835736
HAP-1	(02) H3K27me3	2	FacultativeHet	FacultativeHet_2	0.8608353520355141
HAP-1	(11) internal exons	2	FacultativeHet	FacultativeHet_2	-0.34816455255370593
HAP-1	(04) H3K4me3	2	FacultativeHet	FacultativeHet_2	0.4270677054220989
HAP-1	(16) 3' flanking (1000-10000 bp)	2	FacultativeHet	FacultativeHet_2	-0.025658633944843967
HAP-1	(12) internal introns	2	FacultativeHet	FacultativeHet_2	-0.4062867348435323
HAP-1	(03) H3K36me3	2	FacultativeHet	FacultativeHet_2	0.5273122641776146
HAP-1	(13) terminal exon	2	FacultativeHet	FacultativeHet_2	-0.07225653875176935
HAP-1	(06) H3K4me1	2	FacultativeHet	FacultativeHet_2	0.5270068709625432
HAP-1	(14) terminal intron	2	FacultativeHet	FacultativeHet_2	-0.11940077881897995
HAP-1	(07) 5' flanking (1000-10000 bp)	2	FacultativeHet	FacultativeHet_2	0.003916940200103043
HAP-1	(05) H3K27ac	2	FacultativeHet	FacultativeHet_2	0.5526117546554431
HAP-1	(15) 3' flanking (1-1000 bp)	2	FacultativeHet	FacultativeHet_2	-0.1039109038711626
HAP-1	(08) 5' flanking (1-1000 bp)	2	FacultativeHet	FacultativeHet_2	-0.2458259435900763
HAP-1	(09) initial exon	7	Quiescent	Quiescent_7	-0.2784565892921289
HAP-1	(01) H3K9me3	7	Quiescent	Quiescent_7	0.7836698366391348
HAP-1	(10) initial intron	7	Quiescent	Quiescent_7	-0.4847295670619944
HAP-1	(02) H3K27me3	7	Quiescent	Quiescent_7	0.5045546952329915
HAP-1	(11) internal exons	7	Quiescent	Quiescent_7	-1.1163927645242016
HAP-1	(04) H3K4me3	7	Quiescent	Quiescent_7	0.3958022644501165
HAP-1	(16) 3' flanking (1000-10000 bp)	7	Quiescent	Quiescent_7	-0.17226955746842434
HAP-1	(12) internal introns	7	Quiescent	Quiescent_7	-1.1121321491143799
HAP-1	(03) H3K36me3	7	Quiescent	Quiescent_7	0.5055942727586477
HAP-1	(13) terminal exon	7	Quiescent	Quiescent_7	-0.20692164124208934
HAP-1	(06) H3K4me1	7	Quiescent	Quiescent_7	0.4598335923397075
HAP-1	(14) terminal intron	7	Quiescent	Quiescent_7	-0.4539350586842581
HAP-1	(07) 5' flanking (1000-10000 bp)	7	Quiescent	Quiescent_7	-0.21810785607201166
HAP-1	(05) H3K27ac	7	Quiescent	Quiescent_7	0.4875834168201961
HAP-1	(15) 3' flanking (1-1000 bp)	7	Quiescent	Quiescent_7	-0.2936425423771017
HAP-1	(08) 5' flanking (1-1000 bp)	7	Quiescent	Quiescent_7	-0.39740814629629495
HAP-1	(09) initial exon	14	Transcribed	Transcribed_14	0.08993801683525998
HAP-1	(01) H3K9me3	14	Transcribed	Transcribed_14	0.7126661016162655
HAP-1	(10) initial intron	14	Transcribed	Transcribed_14	-0.006392459404849342
HAP-1	(02) H3K27me3	14	Transcribed	Transcribed_14	0.6272379299582617
HAP-1	(11) internal exons	14	Transcribed	Transcribed_14	2.883368670037853
HAP-1	(04) H3K4me3	14	Transcribed	Transcribed_14	0.5567549851022646
HAP-1	(16) 3' flanking (1000-10000 bp)	14	Transcribed	Transcribed_14	0.959592720110942
HAP-1	(12) internal introns	14	Transcribed	Transcribed_14	2.78847463529427
HAP-1	(03) H3K36me3	14	Transcribed	Transcribed_14	1.5603707347111078
HAP-1	(13) terminal exon	14	Transcribed	Transcribed_14	1.7177792182790517
HAP-1	(06) H3K4me1	14	Transcribed	Transcribed_14	0.7198899545427988
HAP-1	(14) terminal intron	14	Transcribed	Transcribed_14	2.1058975977106
HAP-1	(07) 5' flanking (1000-10000 bp)	14	Transcribed	Transcribed_14	0.8402560028828318
HAP-1	(05) H3K27ac	14	Transcribed	Transcribed_14	0.8594484817509295
HAP-1	(15) 3' flanking (1-1000 bp)	14	Transcribed	Transcribed_14	1.3702109245353669
HAP-1	(08) 5' flanking (1-1000 bp)	14	Transcribed	Transcribed_14	0.05322848333011642
HAP-1	(09) initial exon	13	RegPermissive	RegPermissive_13	4.7726720275394285
HAP-1	(01) H3K9me3	13	RegPermissive	RegPermissive_13	0.6236456670416543
HAP-1	(10) initial intron	13	RegPermissive	RegPermissive_13	4.044765970713635
HAP-1	(02) H3K27me3	13	RegPermissive	RegPermissive_13	0.5914021688907616
HAP-1	(11) internal exons	13	RegPermissive	RegPermissive_13	1.4419856586362017
HAP-1	(04) H3K4me3	13	RegPermissive	RegPermissive_13	3.646466207992079
HAP-1	(16) 3' flanking (1000-10000 bp)	13	RegPermissive	RegPermissive_13	1.369113983595902
HAP-1	(12) internal introns	13	RegPermissive	RegPermissive_13	0.5695013732695119
HAP-1	(03) H3K36me3	13	RegPermissive	RegPermissive_13	0.87382091271053
HAP-1	(13) terminal exon	13	RegPermissive	RegPermissive_13	1.646843365963235
HAP-1	(06) H3K4me1	13	RegPermissive	RegPermissive_13	0.9109655883138348
HAP-1	(14) terminal intron	13	RegPermissive	RegPermissive_13	1.632999538161732
HAP-1	(07) 5' flanking (1000-10000 bp)	13	RegPermissive	RegPermissive_13	1.3033009974240752
HAP-1	(05) H3K27ac	13	RegPermissive	RegPermissive_13	1.5613888624613317
HAP-1	(15) 3' flanking (1-1000 bp)	13	RegPermissive	RegPermissive_13	1.3116493091897727
HAP-1	(08) 5' flanking (1-1000 bp)	13	RegPermissive	RegPermissive_13	4.1803829984067296
HAP-1	(09) initial exon	6	Quiescent	Quiescent_6	-0.6728284921130785
HAP-1	(01) H3K9me3	6	Quiescent	Quiescent_6	0.02044817996636211
HAP-1	(10) initial intron	6	Quiescent	Quiescent_6	-0.7190061750208528
HAP-1	(02) H3K27me3	6	Quiescent	Quiescent_6	0.015038481297612894
HAP-1	(11) internal exons	6	Quiescent	Quiescent_6	-1.147938061543751
HAP-1	(04) H3K4me3	6	Quiescent	Quiescent_6	0.010652005058522157
HAP-1	(16) 3' flanking (1000-10000 bp)	6	Quiescent	Quiescent_6	-0.649125493565431
HAP-1	(12) internal introns	6	Quiescent	Quiescent_6	-1.1634596429348738
HAP-1	(03) H3K36me3	6	Quiescent	Quiescent_6	0.014249467143562131
HAP-1	(13) terminal exon	6	Quiescent	Quiescent_6	-0.6695385655807917
HAP-1	(06) H3K4me1	6	Quiescent	Quiescent_6	0.012837376053984145
HAP-1	(14) terminal intron	6	Quiescent	Quiescent_6	-0.6877372207589612
HAP-1	(07) 5' flanking (1000-10000 bp)	6	Quiescent	Quiescent_6	-0.6692678401490302
HAP-1	(05) H3K27ac	6	Quiescent	Quiescent_6	0.014770363969853768
HAP-1	(15) 3' flanking (1-1000 bp)	6	Quiescent	Quiescent_6	-0.6559572494566822
HAP-1	(08) 5' flanking (1-1000 bp)	6	Quiescent	Quiescent_6	-0.7027986636782683
HAP-1	(09) initial exon	0	RegPermissive	RegPermissive_0	-0.770608949798333
HAP-1	(01) H3K9me3	0	RegPermissive	RegPermissive_0	0.9794970200830464
HAP-1	(10) initial intron	0	RegPermissive	RegPermissive_0	-0.7604973571942232
HAP-1	(02) H3K27me3	0	RegPermissive	RegPermissive_0	0.6571117926181755
HAP-1	(11) internal exons	0	RegPermissive	RegPermissive_0	-1.5439847325531315
HAP-1	(04) H3K4me3	0	RegPermissive	RegPermissive_0	0.5030108884820242
HAP-1	(16) 3' flanking (1000-10000 bp)	0	RegPermissive	RegPermissive_0	-0.21613720058800412
HAP-1	(12) internal introns	0	RegPermissive	RegPermissive_0	-1.4791964327574283
HAP-1	(03) H3K36me3	0	RegPermissive	RegPermissive_0	0.6964881571391289
HAP-1	(13) terminal exon	0	RegPermissive	RegPermissive_0	-0.4747828062707098
HAP-1	(06) H3K4me1	0	RegPermissive	RegPermissive_0	0.6405405132248285
HAP-1	(14) terminal intron	0	RegPermissive	RegPermissive_0	-0.7990758729482382
HAP-1	(07) 5' flanking (1000-10000 bp)	0	RegPermissive	RegPermissive_0	-0.25010001910877283
HAP-1	(05) H3K27ac	0	RegPermissive	RegPermissive_0	0.6526223323161149
HAP-1	(15) 3' flanking (1-1000 bp)	0	RegPermissive	RegPermissive_0	-0.4097326261751634
HAP-1	(08) 5' flanking (1-1000 bp)	0	RegPermissive	RegPermissive_0	-0.62106754332998
DND-41	(09) initial exon	4	RegPermissive	RegPermissive_4	0.3932829748684661
DND-41	(01) H3K9me3	4	RegPermissive	RegPermissive_4	0.4836310979308094
DND-41	(10) initial intron	4	RegPermissive	RegPermissive_4	1.0928912775248716
DND-41	(02) H3K27me3	4	RegPermissive	RegPermissive_4	0.3993134415340644
DND-41	(11) internal exons	4	RegPermissive	RegPermissive_4	-0.5408494777821183
DND-41	(04) H3K4me3	4	RegPermissive	RegPermissive_4	0.5706227685434941
DND-41	(16) 3' flanking (1000-10000 bp)	4	RegPermissive	RegPermissive_4	0.4079275194434918
DND-41	(12) internal introns	4	RegPermissive	RegPermissive_4	-0.6161058119528964
DND-41	(03) H3K36me3	4	RegPermissive	RegPermissive_4	0.5352349578572764
DND-41	(13) terminal exon	4	RegPermissive	RegPermissive_4	0.1591066131630635
DND-41	(06) H3K4me1	4	RegPermissive	RegPermissive_4	1.2915085595774891
DND-41	(14) terminal intron	4	RegPermissive	RegPermissive_4	0.1592764497037292
DND-41	(07) 5' flanking (1000-10000 bp)	4	RegPermissive	RegPermissive_4	0.7130726006792443
DND-41	(05) H3K27ac	4	RegPermissive	RegPermissive_4	0.9342437491941338
DND-41	(15) 3' flanking (1-1000 bp)	4	RegPermissive	RegPermissive_4	0.2573849889148543
DND-41	(08) 5' flanking (1-1000 bp)	4	RegPermissive	RegPermissive_4	0.6865608948292675
DND-41	(09) initial exon	8	FacultativeHet	FacultativeHet_8	0.6975145521849844
DND-41	(01) H3K9me3	8	FacultativeHet	FacultativeHet_8	0.4496587795577028
DND-41	(10) initial intron	8	FacultativeHet	FacultativeHet_8	0.3919824022366044
DND-41	(02) H3K27me3	8	FacultativeHet	FacultativeHet_8	0.7897846354622249
DND-41	(11) internal exons	8	FacultativeHet	FacultativeHet_8	0.6630889840274261
DND-41	(04) H3K4me3	8	FacultativeHet	FacultativeHet_8	0.5272266543784881
DND-41	(16) 3' flanking (1000-10000 bp)	8	FacultativeHet	FacultativeHet_8	0.6336157134582808
DND-41	(12) internal introns	8	FacultativeHet	FacultativeHet_8	0.5153546810360207
DND-41	(03) H3K36me3	8	FacultativeHet	FacultativeHet_8	0.3035410207401655
DND-41	(13) terminal exon	8	FacultativeHet	FacultativeHet_8	0.6146578155392263
DND-41	(06) H3K4me1	8	FacultativeHet	FacultativeHet_8	0.4550090788919256
DND-41	(14) terminal intron	8	FacultativeHet	FacultativeHet_8	0.6038812990699416
DND-41	(07) 5' flanking (1000-10000 bp)	8	FacultativeHet	FacultativeHet_8	0.5294885061555847
DND-41	(05) H3K27ac	8	FacultativeHet	FacultativeHet_8	0.4985901260518105
DND-41	(15) 3' flanking (1-1000 bp)	8	FacultativeHet	FacultativeHet_8	0.4940530658734157
DND-41	(08) 5' flanking (1-1000 bp)	8	FacultativeHet	FacultativeHet_8	0.633005527850802
DND-41	(09) initial exon	1	Quiescent	Quiescent_1	-0.363037652967524
DND-41	(01) H3K9me3	1	Quiescent	Quiescent_1	0.4669299172477995
DND-41	(10) initial intron	1	Quiescent	Quiescent_1	-0.3382132105354796
DND-41	(02) H3K27me3	1	Quiescent	Quiescent_1	0.29774446344167865
DND-41	(11) internal exons	1	Quiescent	Quiescent_1	-1.0438243757111416
DND-41	(04) H3K4me3	1	Quiescent	Quiescent_1	0.40495576171216174
DND-41	(16) 3' flanking (1000-10000 bp)	1	Quiescent	Quiescent_1	0.02031573558555152
DND-41	(12) internal introns	1	Quiescent	Quiescent_1	-0.7733522439357337
DND-41	(03) H3K36me3	1	Quiescent	Quiescent_1	0.21577273930270172
DND-41	(13) terminal exon	1	Quiescent	Quiescent_1	-0.4293905180552716
DND-41	(06) H3K4me1	1	Quiescent	Quiescent_1	0.1929441237320951
DND-41	(14) terminal intron	1	Quiescent	Quiescent_1	-0.3886404268133878
DND-41	(07) 5' flanking (1000-10000 bp)	1	Quiescent	Quiescent_1	-0.015758787092113532
DND-41	(05) H3K27ac	1	Quiescent	Quiescent_1	0.2962990183060096
DND-41	(15) 3' flanking (1-1000 bp)	1	Quiescent	Quiescent_1	-0.1758797952742562
DND-41	(08) 5' flanking (1-1000 bp)	1	Quiescent	Quiescent_1	-0.2710818265926341
DND-41	(09) initial exon	12	FacultativeHet	FacultativeHet_12	0.3123882006596315
DND-41	(01) H3K9me3	12	FacultativeHet	FacultativeHet_12	0.5060215734488549
DND-41	(10) initial intron	12	FacultativeHet	FacultativeHet_12	0.3298694892887468
DND-41	(02) H3K27me3	12	FacultativeHet	FacultativeHet_12	1.4856363076704182
DND-41	(11) internal exons	12	FacultativeHet	FacultativeHet_12	0.14799456333922756
DND-41	(04) H3K4me3	12	FacultativeHet	FacultativeHet_12	0.6253779812286797
DND-41	(16) 3' flanking (1000-10000 bp)	12	FacultativeHet	FacultativeHet_12	0.19128356355825826
DND-41	(12) internal introns	12	FacultativeHet	FacultativeHet_12	-0.05011659107999632
DND-41	(03) H3K36me3	12	FacultativeHet	FacultativeHet_12	0.2771399418105086
DND-41	(13) terminal exon	12	FacultativeHet	FacultativeHet_12	0.3097238174266498
DND-41	(06) H3K4me1	12	FacultativeHet	FacultativeHet_12	0.32315758600391603
DND-41	(14) terminal intron	12	FacultativeHet	FacultativeHet_12	0.2149558769647842
DND-41	(07) 5' flanking (1000-10000 bp)	12	FacultativeHet	FacultativeHet_12	0.32856258913071473
DND-41	(05) H3K27ac	12	FacultativeHet	FacultativeHet_12	0.4745759147305424
DND-41	(15) 3' flanking (1-1000 bp)	12	FacultativeHet	FacultativeHet_12	0.16237166978359113
DND-41	(08) 5' flanking (1-1000 bp)	12	FacultativeHet	FacultativeHet_12	0.2274145229333281
DND-41	(09) initial exon	10	FacultativeHet	FacultativeHet_10	-0.7448577197720369
DND-41	(01) H3K9me3	10	FacultativeHet	FacultativeHet_10	0.7202354444020915
DND-41	(10) initial intron	10	FacultativeHet	FacultativeHet_10	-0.7814507598870775
DND-41	(02) H3K27me3	10	FacultativeHet	FacultativeHet_10	1.025483867459525
DND-41	(11) internal exons	10	FacultativeHet	FacultativeHet_10	-0.8427967840646039
DND-41	(04) H3K4me3	10	FacultativeHet	FacultativeHet_10	0.8415073664869466
DND-41	(16) 3' flanking (1000-10000 bp)	10	FacultativeHet	FacultativeHet_10	-0.3971471894621185
DND-41	(12) internal introns	10	FacultativeHet	FacultativeHet_10	-0.959528148479223
DND-41	(03) H3K36me3	10	FacultativeHet	FacultativeHet_10	0.2659644216919533
